;fips;year;temp
180;4;1950;60.49166666666667
181;4;1951;58.85833333333333
182;4;1952;58.825
183;4;1953;59.25
184;4;1954;60.88333333333333
185;4;1955;58.45
186;4;1956;59.54166666666666
187;4;1957;59.54166666666666
188;4;1958;60.391666666666666
189;4;1959;60.2
190;4;1960;59.575
191;4;1961;59.25
192;4;1962;59.833333333333336
193;4;1963;59.79166666666666
194;4;1964;57.766666666666666
195;4;1965;58.475
196;4;1966;59.5
197;4;1967;59.0
198;4;1968;58.65
199;4;1969;59.7
200;4;1970;58.958333333333336
201;4;1971;58.21666666666667
202;4;1972;59.641666666666666
203;4;1973;58.391666666666666
204;4;1974;59.48333333333333
205;4;1975;57.891666666666666
206;4;1976;58.96666666666667
207;4;1977;60.20833333333333
208;4;1978;59.8
209;4;1979;58.81666666666666
210;4;1980;60.23333333333333
211;4;1981;61.325
212;4;1982;58.74166666666667
213;4;1983;59.2
214;4;1984;59.44166666666667
215;4;1985;59.55
216;4;1986;60.575
217;4;1987;59.31666666666666
218;4;1988;60.2
219;4;1989;61.225
220;4;1990;59.71666666666667
221;4;1991;59.25
222;4;1992;59.59166666666667
223;4;1993;59.8
224;4;1994;60.55
225;4;1995;61.00833333333333
226;4;1996;61.875
227;4;1997;60.525
228;4;1998;59.275
229;4;1999;60.78333333333333
230;4;2000;61.675
231;4;2001;61.2
232;4;2002;61.175
233;4;2003;61.9
234;4;2004;60.40833333333333
235;4;2005;61.13333333333333
236;4;2006;61.125
237;4;2007;61.59166666666667
238;4;2008;60.61666666666667
239;4;2009;61.083333333333336
240;4;2010;60.391666666666666
241;4;2011;60.333333333333336
242;4;2012;62.10833333333333
243;4;2013;60.45
244;4;2014;62.25
245;4;2015;61.75
246;4;2016;62.175
247;4;2017;63.03333333333333
248;4;2018;62.266666666666666
249;4;2019;60.28333333333333
250;5;1895;58.85833333333333
251;5;1896;62.075
252;5;1897;61.3
253;5;1898;60.44166666666666
254;5;1899;59.96666666666667
255;5;1900;61.225
256;5;1901;60.24166666666667
257;5;1902;59.73333333333333
258;5;1903;58.48333333333333
259;5;1904;59.53333333333333
260;5;1905;58.75
261;5;1906;59.516666666666666
262;5;1907;61.10833333333333
263;5;1908;61.38333333333333
264;5;1909;61.29166666666666
265;5;1910;60.13333333333333
266;5;1911;62.05
267;5;1912;58.50833333333333
268;5;1913;60.625
269;5;1914;60.30833333333333
270;5;1915;59.75
271;5;1916;60.78333333333333
272;5;1917;58.34166666666667
273;5;1918;60.525
274;5;1919;60.74166666666667
275;5;1920;59.725
276;5;1921;63.31666666666666
277;5;1922;61.68333333333334
278;5;1923;60.74166666666667
279;5;1924;59.11666666666667
280;5;1925;61.833333333333336
281;5;1926;60.266666666666666
282;5;1927;62.016666666666666
283;5;1928;60.11666666666667
284;5;1929;59.65833333333333
285;5;1930;60.78333333333333
286;5;1931;61.66666666666666
287;5;1932;61.15
288;5;1933;62.31666666666667
289;5;1934;61.958333333333336
290;5;1935;60.79166666666667
291;5;1936;61.04166666666666
292;5;1937;60.0
293;5;1938;62.625
294;5;1939;61.975
295;5;1940;58.6
296;5;1941;61.24166666666667
297;5;1942;60.35833333333333
298;5;1943;61.06666666666666
299;5;1944;61.05833333333333
300;5;1945;60.29166666666666
301;5;1946;61.958333333333336
302;5;1947;60.2
303;5;1948;59.91666666666666
304;5;1949;60.875
305;5;1950;59.78333333333333
306;5;1951;60.1
307;5;1952;60.99166666666667
308;5;1953;61.80833333333334
309;5;1954;62.78333333333333
310;5;1955;60.80833333333334
311;5;1956;61.38333333333333
312;5;1957;60.575
313;5;1958;58.75833333333333
314;5;1959;60.0
315;5;1960;58.88333333333333
316;5;1961;59.13333333333333
317;5;1962;60.30833333333334
318;5;1963;60.33333333333333
319;5;1964;60.66666666666666
320;5;1965;61.025
321;5;1966;59.175
322;5;1967;59.86666666666667
323;5;1968;58.66666666666666
324;5;1969;59.516666666666666
325;5;1970;59.71666666666667
326;5;1971;60.46666666666667
327;5;1972;60.03333333333333
328;5;1973;60.575
329;5;1974;60.266666666666666
330;5;1975;59.875
331;5;1976;58.75
332;5;1977;60.766666666666666
333;5;1978;58.9
334;5;1979;57.99166666666667
335;5;1980;60.49166666666667
336;5;1981;60.225
337;5;1982;59.96666666666667
338;5;1983;58.86666666666667
339;5;1984;60.05
340;5;1985;59.84166666666667
341;5;1986;61.516666666666666
342;5;1987;61.03333333333333
343;5;1988;59.75
344;5;1989;58.96666666666667
345;5;1990;61.84166666666667
346;5;1991;61.3
347;5;1992;59.891666666666666
348;5;1993;59.30833333333333
349;5;1994;60.391666666666666
350;5;1995;60.475
351;5;1996;59.56666666666667
352;5;1997;59.65833333333333
353;5;1998;63.1
354;5;1999;62.15
355;5;2000;60.891666666666666
356;5;2001;61.225
357;5;2002;60.583333333333336
358;5;2003;60.266666666666666
359;5;2004;61.025
360;5;2005;61.958333333333336
361;5;2006;61.99166666666667
362;5;2007;61.80833333333333
363;5;2008;59.85833333333333
364;5;2009;59.925
365;5;2010;61.175
366;5;2011;61.81666666666666
367;5;2012;63.60833333333333
368;5;2013;59.641666666666666
369;5;2014;58.66666666666666
370;5;2015;61.4
371;5;2016;62.79166666666666
372;5;2017;62.54166666666667
373;5;2018;61.16666666666666
374;5;2019;61.225
375;6;1895;56.458333333333336
376;6;1896;57.46666666666667
377;6;1897;56.458333333333336
378;6;1898;56.7
379;6;1899;56.55833333333334
380;6;1900;57.49166666666667
381;6;1901;57.24166666666667
382;6;1902;56.16666666666666
383;6;1903;56.208333333333336
384;6;1904;57.41666666666666
385;6;1905;57.075
386;6;1906;57.18333333333333
387;6;1907;56.525
388;6;1908;56.23333333333333
389;6;1909;56.225
390;6;1910;57.65833333333333
391;6;1911;55.375
392;6;1912;55.54166666666666
393;6;1913;56.45
394;6;1914;57.375
395;6;1915;56.74166666666667
396;6;1916;55.583333333333336
397;6;1917;56.625
398;6;1918;56.84166666666667
399;6;1919;56.275
400;6;1920;56.09166666666667
401;6;1921;57.30833333333333
402;6;1922;56.05833333333334
403;6;1923;56.36666666666667
404;6;1924;57.15
405;6;1925;57.141666666666666
406;6;1926;58.79166666666666
407;6;1927;56.875
408;6;1928;57.675
409;6;1929;57.23333333333333
410;6;1930;56.94166666666667
411;6;1931;58.28333333333333
412;6;1932;56.93333333333333
413;6;1933;56.71666666666667
414;6;1934;59.708333333333336
415;6;1935;56.84166666666667
416;6;1936;58.61666666666667
417;6;1937;57.15833333333333
418;6;1938;57.25
419;6;1939;58.31666666666666
420;6;1940;58.833333333333336
421;6;1941;57.05833333333334
422;6;1942;57.05
423;6;1943;57.833333333333336
424;6;1944;56.225
425;6;1945;57.09166666666666
426;6;1946;56.71666666666667
427;6;1947;57.55
428;6;1948;55.65
429;6;1949;56.21666666666667
430;6;1950;58.125
431;6;1951;57.225
432;6;1952;56.75833333333333
433;6;1953;57.175
434;6;1954;57.575
435;6;1955;56.208333333333336
436;6;1956;56.96666666666667
437;6;1957;57.09166666666667
438;6;1958;58.891666666666666
439;6;1959;58.95
440;6;1960;58.05
441;6;1961;57.80833333333333
442;6;1962;57.375
443;6;1963;57.083333333333336
444;6;1964;56.56666666666667
445;6;1965;56.7
446;6;1966;58.00833333333333
447;6;1967;57.49166666666667
448;6;1968;57.59166666666667
449;6;1969;57.49166666666667
450;6;1970;57.81666666666667
451;6;1971;56.208333333333336
452;6;1972;57.25833333333333
453;6;1973;57.3
454;6;1974;57.63333333333333
455;6;1975;56.266666666666666
456;6;1976;57.475
457;6;1977;57.975
458;6;1978;57.60833333333333
459;6;1979;57.66666666666667
460;6;1980;58.075
461;6;1981;59.3
462;6;1982;56.34166666666667
463;6;1983;57.55
464;6;1984;58.21666666666667
465;6;1985;57.325
466;6;1986;58.875
467;6;1987;58.275
468;6;1988;58.75
469;6;1989;58.10833333333333
470;6;1990;57.96666666666667
471;6;1991;58.13333333333333
472;6;1992;59.266666666666666
473;6;1993;57.65833333333333
474;6;1994;58.00833333333333
475;6;1995;58.93333333333333
476;6;1996;59.55833333333334
477;6;1997;59.11666666666667
478;6;1998;56.708333333333336
479;6;1999;57.95833333333333
480;6;2000;58.8
481;6;2001;59.11666666666667
482;6;2002;58.85
483;6;2003;59.425
484;6;2004;58.85833333333333
485;6;2005;58.6
486;6;2006;58.641666666666666
487;6;2007;58.925
488;6;2008;58.91666666666666
489;6;2009;58.833333333333336
490;6;2010;57.725
491;6;2011;57.43333333333334
492;6;2012;59.50833333333333
493;6;2013;59.31666666666667
494;6;2014;61.45
495;6;2015;60.75833333333333
496;6;2016;60.13333333333333
497;6;2017;60.34166666666667
498;6;2018;60.125
499;6;2019;58.375
500;8;1895;42.43333333333334
501;8;1896;44.875
502;8;1897;44.03333333333333
503;8;1898;42.71666666666667
504;8;1899;43.16666666666666
505;8;1900;45.40833333333333
506;8;1901;45.10833333333333
507;8;1902;44.69166666666667
508;8;1903;42.79166666666666
509;8;1904;44.73333333333333
510;8;1905;43.49166666666667
511;8;1906;43.958333333333336
512;8;1907;45.125
513;8;1908;43.625
514;8;1909;43.3
515;8;1910;46.1
516;8;1911;44.4
517;8;1912;41.78333333333333
518;8;1913;42.80833333333333
519;8;1914;44.40833333333333
520;8;1915;43.15833333333333
521;8;1916;43.48333333333333
522;8;1917;42.90833333333333
523;8;1918;43.766666666666666
524;8;1919;43.25833333333333
525;8;1920;43.19166666666667
526;8;1921;46.0
527;8;1922;44.15833333333333
528;8;1923;43.225
529;8;1924;42.675
530;8;1925;44.641666666666666
531;8;1926;44.66666666666666
532;8;1927;44.525
533;8;1928;43.93333333333333
534;8;1929;42.54166666666666
535;8;1930;43.625
536;8;1931;44.958333333333336
537;8;1932;43.675
538;8;1933;45.425
539;8;1934;47.975
540;8;1935;45.16666666666666
541;8;1936;45.44166666666667
542;8;1937;44.208333333333336
543;8;1938;45.09166666666667
544;8;1939;45.46666666666667
545;8;1940;45.45
546;8;1941;44.60833333333333
547;8;1942;43.9
548;8;1943;45.725
549;8;1944;43.90833333333333
550;8;1945;44.21666666666667
551;8;1946;45.575
552;8;1947;44.5
553;8;1948;43.766666666666666
554;8;1949;44.175
555;8;1950;45.208333333333336
556;8;1951;43.46666666666667
557;8;1952;44.25
558;8;1953;45.63333333333333
559;8;1954;47.35
560;8;1955;44.15833333333333
561;8;1956;45.083333333333336
562;8;1957;44.11666666666667
563;8;1958;45.5
564;8;1959;44.75833333333333
565;8;1960;44.208333333333336
566;8;1961;43.85833333333333
567;8;1962;45.05
568;8;1963;46.18333333333334
569;8;1964;43.59166666666667
570;8;1965;44.175
571;8;1966;44.61666666666667
572;8;1967;44.766666666666666
573;8;1968;43.63333333333333
574;8;1969;44.68333333333334
575;8;1970;44.3
576;8;1971;44.06666666666666
577;8;1972;44.6
578;8;1973;43.375
579;8;1974;44.41666666666666
580;8;1975;43.50833333333333
581;8;1976;44.7
582;8;1977;46.28333333333333
583;8;1978;44.53333333333333
584;8;1979;43.49166666666667
585;8;1980;45.6
586;8;1981;47.06666666666666
587;8;1982;44.09166666666667
588;8;1983;44.40833333333333
589;8;1984;43.68333333333334
590;8;1985;44.125
591;8;1986;46.30833333333334
592;8;1987;45.25
593;8;1988;45.1
594;8;1989;45.375
595;8;1990;45.6
596;8;1991;45.04166666666666
597;8;1992;45.266666666666666
598;8;1993;43.833333333333336
599;8;1994;46.516666666666666
600;8;1995;45.66666666666666
601;8;1996;45.775
602;8;1997;44.84166666666667
603;8;1998;46.25
604;8;1999;46.641666666666666
605;8;2000;47.0
606;8;2001;46.85
607;8;2002;46.083333333333336
608;8;2003;47.025
609;8;2004;45.84166666666667
610;8;2005;46.766666666666666
611;8;2006;46.50833333333333
612;8;2007;46.175
613;8;2008;44.94166666666667
614;8;2009;45.18333333333333
615;8;2010;46.15
616;8;2011;45.43333333333333
617;8;2012;48.31666666666666
618;8;2013;45.09166666666667
619;8;2014;46.05833333333333
620;8;2015;47.44166666666667
621;8;2016;47.28333333333333
622;8;2017;47.925
623;8;2018;47.16666666666666
624;8;2019;45.25833333333333
625;9;1895;46.6
626;9;1896;46.833333333333336
627;9;1897;47.28333333333333
628;9;1898;48.208333333333336
629;9;1899;47.05
630;9;1900;48.44166666666666
631;9;1901;46.55833333333334
632;9;1902;47.16666666666666
633;9;1903;46.88333333333333
634;9;1904;44.325
635;9;1905;46.275
636;9;1906;47.65833333333333
637;9;1907;45.61666666666667
638;9;1908;48.225
639;9;1909;47.36666666666667
640;9;1910;47.56666666666667
641;9;1911;47.675
642;9;1912;46.575
643;9;1913;49.18333333333334
644;9;1914;46.375
645;9;1915;47.875
646;9;1916;46.425
647;9;1917;44.75833333333333
648;9;1918;46.85833333333333
649;9;1919;47.98333333333333
650;9;1920;46.44166666666667
651;9;1921;49.31666666666667
652;9;1922;47.875
653;9;1923;46.766666666666666
654;9;1924;46.35
655;9;1925;47.94166666666666
656;9;1926;45.65
657;9;1927;47.91666666666666
658;9;1928;47.80833333333333
659;9;1929;47.71666666666667
660;9;1930;48.641666666666666
661;9;1931;49.641666666666666
662;9;1932;48.79166666666666
663;9;1933;48.40833333333333
664;9;1934;47.225
665;9;1935;47.30833333333334
666;9;1936;47.69166666666667
667;9;1937;48.725
668;9;1938;48.875
669;9;1939;47.75
670;9;1940;45.75
671;9;1941;48.475
672;9;1942;48.275
673;9;1943;47.325
674;9;1944;48.25
675;9;1945;48.266666666666666
676;9;1946;48.891666666666666
677;9;1947;47.875
678;9;1948;47.78333333333333
679;9;1949;50.53333333333333
680;9;1950;47.85
681;9;1951;48.98333333333333
682;9;1952;49.35833333333333
683;9;1953;50.525
684;9;1954;48.69166666666666
685;9;1955;48.66666666666666
686;9;1956;47.61666666666667
687;9;1957;49.21666666666667
688;9;1958;46.625
689;9;1959;49.21666666666667
690;9;1960;47.96666666666667
691;9;1961;48.29166666666666
692;9;1962;46.75
693;9;1963;47.2
694;9;1964;48.0
695;9;1965;47.53333333333333
696;9;1966;47.95
697;9;1967;47.125
698;9;1968;47.74166666666667
699;9;1969;47.95
700;9;1970;47.75
701;9;1971;48.25833333333333
702;9;1972;47.275
703;9;1973;50.05
704;9;1974;48.23333333333333
705;9;1975;49.05833333333333
706;9;1976;47.583333333333336
707;9;1977;48.19166666666666
708;9;1978;46.725
709;9;1979;48.825
710;9;1980;47.93333333333333
711;9;1981;48.40833333333333
712;9;1982;47.94166666666667
713;9;1983;49.40833333333333
714;9;1984;48.95
715;9;1985;48.65833333333333
716;9;1986;48.49166666666667
717;9;1987;48.825
718;9;1988;48.325
719;9;1989;47.94166666666667
720;9;1990;51.06666666666666
721;9;1991;50.958333333333336
722;9;1992;47.68333333333334
723;9;1993;48.65
724;9;1994;48.85833333333333
725;9;1995;49.03333333333333
726;9;1996;48.375
727;9;1997;48.641666666666666
728;9;1998;51.59166666666667
729;9;1999;50.85
730;9;2000;48.53333333333333
731;9;2001;50.24166666666667
732;9;2002;50.46666666666667
733;9;2003;48.15833333333333
734;9;2004;48.75833333333333
735;9;2005;49.50833333333333
736;9;2006;51.13333333333333
737;9;2007;49.53333333333333
738;9;2008;49.7
739;9;2009;48.84166666666667
740;9;2010;51.35
741;9;2011;50.85833333333333
742;9;2012;52.46666666666667
743;9;2013;49.78333333333333
744;9;2014;48.675
745;9;2015;49.84166666666667
746;9;2016;51.775
747;9;2017;50.925
748;9;2018;50.75833333333333
749;9;2019;49.825
750;10;1895;52.708333333333336
751;10;1896;53.88333333333333
752;10;1897;53.60833333333333
753;10;1898;54.75
754;10;1899;53.275
755;10;1900;55.16666666666666
756;10;1901;52.85
757;10;1902;53.5
758;10;1903;53.15
759;10;1904;50.91666666666666
760;10;1905;52.80833333333334
761;10;1906;54.458333333333336
762;10;1907;52.0
763;10;1908;54.016666666666666
764;10;1909;53.43333333333334
765;10;1910;53.325
766;10;1911;54.516666666666666
767;10;1912;52.95
768;10;1913;55.59166666666667
769;10;1914;53.1
770;10;1915;53.71666666666667
771;10;1916;53.05
772;10;1917;51.425
773;10;1918;53.425
774;10;1919;54.45
775;10;1920;52.94166666666666
776;10;1921;56.23333333333333
777;10;1922;54.333333333333336
778;10;1923;53.93333333333334
779;10;1924;52.34166666666667
780;10;1925;54.49166666666667
781;10;1926;52.45
782;10;1927;53.891666666666666
783;10;1928;53.55
784;10;1929;54.30833333333334
785;10;1930;54.71666666666667
786;10;1931;55.675
787;10;1932;55.03333333333333
788;10;1933;54.85833333333333
789;10;1934;53.325
790;10;1935;53.141666666666666
791;10;1936;53.74166666666667
792;10;1937;54.083333333333336
793;10;1938;55.083333333333336
794;10;1939;54.94166666666666
795;10;1940;51.68333333333334
796;10;1941;54.61666666666667
797;10;1942;54.49166666666667
798;10;1943;54.18333333333333
799;10;1944;54.18333333333333
800;10;1945;54.50833333333333
801;10;1946;55.21666666666667
802;10;1947;53.93333333333333
803;10;1948;53.96666666666667
804;10;1949;56.44166666666667
805;10;1950;54.00833333333333
806;10;1951;54.65833333333333
807;10;1952;54.98333333333333
808;10;1953;55.958333333333336
809;10;1954;55.141666666666666
810;10;1955;54.55
811;10;1956;54.3
812;10;1957;55.141666666666666
813;10;1958;52.41666666666666
814;10;1959;55.74166666666667
815;10;1960;53.45
816;10;1961;53.95833333333333
817;10;1962;52.875
818;10;1963;53.00833333333333
819;10;1964;54.19166666666666
820;10;1965;53.63333333333333
821;10;1966;53.333333333333336
822;10;1967;52.61666666666667
823;10;1968;53.91666666666666
824;10;1969;53.391666666666666
825;10;1970;53.96666666666667
826;10;1971;54.55
827;10;1972;53.583333333333336
828;10;1973;55.61666666666667
829;10;1974;54.641666666666666
830;10;1975;55.19166666666667
831;10;1976;53.775
832;10;1977;54.625
833;10;1978;52.90833333333333
834;10;1979;53.78333333333333
835;10;1980;54.083333333333336
836;10;1981;53.575
837;10;1982;53.958333333333336
838;10;1983;54.90833333333333
839;10;1984;54.68333333333333
840;10;1985;55.35
841;10;1986;55.09166666666667
842;10;1987;54.891666666666666
843;10;1988;54.11666666666667
844;10;1989;54.19166666666667
845;10;1990;57.2
846;10;1991;56.925
847;10;1992;53.91666666666666
848;10;1993;54.85
849;10;1994;55.016666666666666
850;10;1995;55.1
851;10;1996;54.025
852;10;1997;54.83333333333333
853;10;1998;57.40833333333333
854;10;1999;56.50833333333333
855;10;2000;54.74166666666667
856;10;2001;56.09166666666667
857;10;2002;57.15833333333333
858;10;2003;54.583333333333336
859;10;2004;55.825
860;10;2005;55.725
861;10;2006;57.325
862;10;2007;56.29166666666666
863;10;2008;56.30833333333334
864;10;2009;55.425
865;10;2010;56.675
866;10;2011;57.425
867;10;2012;58.475
868;10;2013;55.825
869;10;2014;54.71666666666667
870;10;2015;56.41666666666666
871;10;2016;57.36666666666667
872;10;2017;57.625
873;10;2018;57.141666666666666
874;10;2019;57.516666666666666
875;12;1895;68.71666666666667
876;12;1896;69.93333333333334
877;12;1897;70.43333333333334
878;12;1898;70.075
879;12;1899;70.36666666666667
880;12;1900;69.90833333333333
881;12;1901;67.98333333333333
882;12;1902;69.89166666666667
883;12;1903;68.975
884;12;1904;69.25833333333333
885;12;1905;70.05
886;12;1906;69.64166666666667
887;12;1907;70.54166666666667
888;12;1908;70.29166666666667
889;12;1909;70.16666666666667
890;12;1910;68.15833333333333
891;12;1911;71.25833333333333
892;12;1912;70.03333333333333
893;12;1913;69.99166666666666
894;12;1914;69.06666666666666
895;12;1915;69.10833333333333
896;12;1916;69.60833333333333
897;12;1917;68.775
898;12;1918;69.825
899;12;1919;70.4
900;12;1920;68.9
901;12;1921;70.95833333333333
902;12;1922;71.05
903;12;1923;70.06666666666666
904;12;1924;69.36666666666667
905;12;1925;70.425
906;12;1926;69.26666666666667
907;12;1927;71.08333333333333
908;12;1928;69.24166666666666
909;12;1929;70.70833333333333
910;12;1930;69.20833333333333
911;12;1931;69.85833333333333
912;12;1932;70.95833333333333
913;12;1933;70.86666666666667
914;12;1934;69.79166666666667
915;12;1935;69.78333333333333
916;12;1936;70.08333333333333
917;12;1937;69.83333333333333
918;12;1938;70.21666666666667
919;12;1939;70.6
920;12;1940;68.23333333333333
921;12;1941;69.85
922;12;1942;69.35833333333333
923;12;1943;69.46666666666667
924;12;1944;70.175
925;12;1945;70.725
926;12;1946;71.24166666666666
927;12;1947;70.31666666666666
928;12;1948;71.60833333333333
929;12;1949;71.56666666666666
930;12;1950;70.25833333333333
931;12;1951;70.35833333333333
932;12;1952;70.26666666666667
933;12;1953;70.80833333333334
934;12;1954;70.09166666666667
935;12;1955;70.21666666666667
936;12;1956;69.94166666666666
937;12;1957;70.99166666666667
938;12;1958;68.98333333333333
939;12;1959;70.6
940;12;1960;69.31666666666666
941;12;1961;70.0
942;12;1962;69.84166666666667
943;12;1963;69.21666666666667
944;12;1964;70.05
945;12;1965;70.2
946;12;1966;69.00833333333333
947;12;1967;70.225
948;12;1968;68.60833333333333
949;12;1969;68.99166666666666
950;12;1970;69.43333333333334
951;12;1971;70.41666666666667
952;12;1972;70.95
953;12;1973;70.25833333333334
954;12;1974;70.875
955;12;1975;71.20833333333333
956;12;1976;68.975
957;12;1977;69.43333333333334
958;12;1978;69.73333333333333
959;12;1979;69.85
960;12;1980;69.93333333333334
961;12;1981;69.26666666666667
962;12;1982;71.50833333333334
963;12;1983;69.26666666666667
964;12;1984;69.975
965;12;1985;70.825
966;12;1986;71.45833333333333
967;12;1987;70.16666666666667
968;12;1988;69.71666666666667
969;12;1989;70.95833333333333
970;12;1990;72.49166666666667
971;12;1991;71.78333333333333
972;12;1992;70.275
973;12;1993;70.3
974;12;1994;71.55
975;12;1995;70.79166666666667
976;12;1996;69.89166666666667
977;12;1997;71.14166666666667
978;12;1998;72.49166666666666
979;12;1999;71.16666666666667
980;12;2000;70.575
981;12;2001;70.93333333333334
982;12;2002;71.29166666666667
983;12;2003;70.86666666666666
984;12;2004;70.81666666666666
985;12;2005;70.83333333333333
986;12;2006;71.35833333333333
987;12;2007;71.75
988;12;2008;70.825
989;12;2009;71.15833333333333
990;12;2010;69.19166666666666
991;12;2011;71.68333333333334
992;12;2012;71.89166666666667
993;12;2013;71.68333333333334
994;12;2014;70.64166666666667
995;12;2015;73.35833333333333
996;12;2016;72.46666666666667
997;12;2017;72.84166666666667
998;12;2018;72.275
999;12;2019;73.18333333333334
1000;13;1895;62.025
1001;13;1896;64.43333333333334
1002;13;1897;64.175
1003;13;1898;63.55833333333333
1004;13;1899;63.65
1005;13;1900;63.66666666666666
1006;13;1901;61.4
1007;13;1902;63.35
1008;13;1903;62.375
1009;13;1904;62.40833333333333
1010;13;1905;63.05
1011;13;1906;63.30833333333334
1012;13;1907;63.95
1013;13;1908;64.05833333333334
1014;13;1909;63.55
1015;13;1910;62.41666666666667
1016;13;1911;65.05
1017;13;1912;62.45833333333333
1018;13;1913;63.65833333333333
1019;13;1914;62.75833333333333
1020;13;1915;63.35
1021;13;1916;63.59166666666667
1022;13;1917;61.96666666666667
